OTU,Kingdom,Phylum ,Class,Order,Family,Genus,Species
EU134090.1.1243,Bacteria,Chloroflexi,SBR2076,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
AB680734.1.1454,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,
AF423253.1.1409,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,
GQ340284.1.1379,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiales Incertae Sedis,Candidatus Microthrix,uncultured bacterium
GQ267992.1.1473,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,
EU706105.1.1238,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,uncultured Ralstonia sp.
KJ875466.1.1488,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Lysinibacillus,
EU528189.1.1346,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,uncultured,uncultured bacterium
FJ393075.1.1492,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
DQ444448.1.1311,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
FJ437876.1.1522,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfobacca,uncultured bacterium
EF491846.1.1363,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas salmonicida
FN563151.1.1440,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,uncultured bacterium
GQ441284.1.1494,Bacteria,,,,,,
FQ659161.1.1340,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Iamia, Ambiguous_taxa
JX279895.1.1342,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
JQ465934.1.1394,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,uncultured bacterium
JQ455440.1.1414,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,uncultured bacterium
HM459844.1.1442,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
JF929912.1.1443,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas allosaccharophila
AB294941.1.1378,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Romboutsia,
JF167650.1.1343,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,uncultured bacterium
HM844972.1.1346,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Rheinheimera, Ambiguous_taxa
DQ325844.1.1340,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus 2,uncultured bacterium
GQ360018.1.1506,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas eucrenophila
HM128550.1.1442,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Candidatus Limnoluna,uncultured bacterium
EU135194.1.1257,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomyces,uncultured bacterium
GQ360002.1.1504,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Plesiomonas,Plesiomonas shigelloides
KF271207.1.1403,Bacteria,Cyanobacteria,Chloroplast,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
EF192897.1.1530,Bacteria,,,,,,
FM201078.1.1386,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,uncultured,uncultured bacterium
GU083586.1.1434,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,
EU135173.1.1369,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Pir4 lineage,uncultured bacterium
DQ815053.1.1422,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Cetobacterium,uncultured bacterium
DQ814820.1.1440,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Plesiomonas,Plesiomonas shigelloides
KF106794.1.1342,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium 1,uncultured bacterium
HM069110.1.1434,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Variibacter,uncultured bacterium
EU460884.1.1406,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,
HK693656.1.1514,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,
GU293221.1.1477,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
HQ807596.1.1443,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Providencia,
KF366605.1.1413,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium, Ambiguous_taxa
EU133197.1.1398,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Elev-16S-1332,uncultured bacterium,uncultured bacterium
AB930611.1.1470,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella, Ambiguous_taxa
EU134630.1.1384,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,
DQ816083.1.1450,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Plesiomonas,Plesiomonas shigelloides
FJ478509.1.1507,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,uncultured bacterium
JF766386.1.1505,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,
BX294835.1.1279,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Pir4 lineage,
AB486282.1.1342,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 8,uncultured bacterium
KP636303.1.1359,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,uncultured,uncultured bacterium
HQ436039.1.1503,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas salmonicida
EU775694.1.1373,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,Clostridium sp. ND2
JN942108.1.1441,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Lysinibacillus,
JF693999.1.1390,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
HQ427448.1.1463,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,uncultured bacterium
AY921929.1.1341,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,
HQ118565.1.1394,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,,
FJ382261.1.1354,Bacteria,Cyanobacteria,Chloroplast,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
EU050754.1.1409,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,
JN409199.1.1440,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,uncultured,uncultured bacterium,uncultured bacterium
EU335445.1.1528,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,DA101 soil group,uncultured bacterium,uncultured bacterium
KC355283.1.1450,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Promicromonosporaceae,Cellulosimicrobium,
AY345430.1.1522,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,
HM558990.1.1314,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,uncultured,
EU459237.1.1375,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
EU162044.1.1448,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus, Ambiguous_taxa
EU804037.1.1487,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,CL500-29 marine group,uncultured bacterium
JF203562.1.1346,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,uncultured bacterium
AF239692.1.1490,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Singulisphaera,
DQ648919.1.1474,Bacteria,Acidobacteria,Blastocatellia,Blastocatellales,Blastocatellaceae (Subgroup 4),uncultured,uncultured bacterium
AB365794.1.1322,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas, Ambiguous_taxa
AY963365.1.1470,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,
HM318516.1.1344,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,uncultured bacterium
JN082246.1.1431,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,
JF096586.1.1305,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,
FJ936894.1.1517,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfurellales,Desulfurellaceae,H16,uncultured bacterium
EU133795.1.1365,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,,,
JF241633.1.1365,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,uncultured,uncultured bacterium
AJ867903.1.1455,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiales Incertae Sedis,uncultured,uncultured bacterium
HQ285877.1.1436,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp. IGCAR-9/07
EU777711.1.1325,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
EU881138.1.1454,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Variibacter,uncultured bacterium
JQ579635.1.1466,Bacteria,Firmicutes,Bacilli,Bacillales,Family XII,Exiguobacterium,
JF176823.1.1347,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,
JQ085399.1.1456,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus, Ambiguous_taxa
KF625187.1.1727,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,Serratia proteamaculans
FJ478514.1.1495,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Pir4 lineage,
AB546235.1.1369,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tabrizicola, Ambiguous_taxa
AY649436.1.1411,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium elkanii
HM297957.1.1301,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured,uncultured bacterium
AB252680.1.1438,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,uncultured bacterium
KF037365.1.1464,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Trueperaceae,Truepera,uncultured bacterium
LC071926.1.1492,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
GQ358881.1.1506,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,,
DQ444393.1.1246,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Pir4 lineage,uncultured bacterium
GQ016407.1.1346,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,
KJ808530.1.1508,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,uncultured bacterium
FM253641.1.1445,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,uncultured,uncultured alpha proteobacterium
EF064168.1.1513,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Aquabacterium,uncultured bacterium
HM274147.1.1366,Bacteria,,,,,,
JN941871.1.1467,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,uncultured,uncultured bacterium
KF098374.1.1366,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,uncultured bacterium
GQ388802.1.1462,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,uncultured bacterium
LN561412.1.1359,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,
EU293154.1.1427,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Empedobacter, Ambiguous_taxa
JN869073.1.1542,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomyces,uncultured bacterium
GQ085196.1.1344,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium 1,uncultured bacterium
KC432357.1.1349,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
DQ463720.1.1472,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola,
JF209322.1.1340,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,
JQ607357.1.1395,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Paraclostridium,
JF272006.1.1444,Bacteria,Cyanobacteria,Chloroplast,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
EU538380.1.1391,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,uncultured bacterium
AM259252.1.1487,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus, Ambiguous_taxa
EU534770.1.1394,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,uncultured bacterium
HE576042.1.1498,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas, Ambiguous_taxa
KF444801.1.1361,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Gordonia,
FJ976418.1.1327,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,
KF439824.1.1402,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ensifer, Ambiguous_taxa
GQ159201.1.1473,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Limnobacter,uncultured bacterium
HM459631.1.1477,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,DA101 soil group,uncultured bacterium,uncultured bacterium
JF505971.1.1430,Bacteria,Firmicutes,Bacilli,Bacillales,Family XII,Exiguobacterium,
AOCN01000008.59441.60946,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Leucobacter,
EU777655.1.1432,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,uncultured bacterium
JQ072424.1.1416,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Inhella,
HQ118885.1.1458,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas, Ambiguous_taxa
HQ114088.1.1290,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
JN869053.1.1523,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
JF149973.1.1354,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Enhydrobacter,uncultured bacterium
DQ113721.1.1378,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Cetobacterium,uncultured bacterium
DQ376572.1.1485,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,
DQ816577.1.1457,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Plesiomonas,Plesiomonas shigelloides
KF037338.1.1456,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,
HG528997.1.1243,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,,
GQ032158.1.1367,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,uncultured bacterium
FJ391493.1.1437,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,uncultured bacterium
KT834795.1.1509,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,TM146,uncultured bacterium,uncultured bacterium
KF099438.1.1349,Bacteria,Firmicutes,Clostridia,Clostridiales,Family XI,Peptoniphilus,
KF070054.1.1355,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Enhydrobacter,uncultured bacterium
LN563334.1.1315,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Variibacter,
JX239694.1.1476,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus, Ambiguous_taxa
HF558988.1.1401,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Methylocystis,
GU356065.1.1380,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas allosaccharophila
JF681421.1.1284,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomyces,uncultured bacterium
JX505182.1.1439,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,uncultured,uncultured Aciditerrimonas sp.,uncultured Aciditerrimonas sp.
EU135277.1.1280,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Gemmata,uncultured bacterium
CU927316.1.1309,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Camelimonas,
KC357993.1.1269,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Dechloromonas,uncultured bacterium
JF496265.1.1359,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Microvirga, Ambiguous_taxa
JQ458374.1.1405,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,uncultured bacterium
JX521390.1.1500,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga, Ambiguous_taxa
DQ413106.1.1509,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Pir4 lineage,uncultured bacterium
EF580965.1.1442,Bacteria,Cyanobacteria,Chloroplast, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa
KC182733.1.1373,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,
EU777734.1.1417,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,,
JN863446.1.1247,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Ochrobactrum,
HQ792783.1.1429,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus 2,uncultured bacterium
FJ479405.1.1509,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Elev-16S-1332,uncultured bacterium,uncultured bacterium
HQ697536.1.1512,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,uncultured bacterium
HE589861.1.1439,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Propionivibrio,uncultured bacterium
HM218712.1.1373,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus sp. S23
JQ977064.1.1445,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida
EU135156.1.1358,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
KC358038.1.1274,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
AM183031.1.1458,Bacteria,Firmicutes,Bacilli,Lactobacillales,,,
FJ801211.1.1447,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,uncultured bacterium
KR514582.1.1245,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium 1,uncultured bacterium
HM780077.1.1467,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,
KF843327.1.1373,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Enterorhabdus,uncultured bacterium
KP340979.1.1334,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Leucobacter,Leucobacter sp. L9
JF681397.1.1231,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Variibacter,
ASPP01042319.1.1433,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,
KF788211.1.1433,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Cellulomonadaceae,Cellulomonas, Ambiguous_taxa
JF127983.1.1282,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,
HM773486.1.1448,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Phreatobacter,uncultured bacterium
HE589812.1.1406,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Ochrobactrum,uncultured bacterium
GQ358819.1.1478,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,
KC554773.1.1494,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,uncultured bacterium
JQ203682.1.1344,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Cetobacterium,uncultured bacterium
